"Marca";"modelo_serie";"Gbs";"Preço";"Referência";"carimbo_de_data_hora";"com_que_frequencia_costuma_jogar_games";"idade_anos";"genero";"estado_de_residencia";"situacao_atual";"grau_de_escolaridade";"qual_plataforma_prefere_usar_para_jogar";"voce_conhece_os_componentes_do_seu_computador_processador_placa_de_video_e_memoria_ram";"quantos_gigabytes_de_memoria_ram";"qual_a_marca_do_seu_processador";"qual_o_modelo_do_processador";"a_maioria_das_suas_pecas_foram_compradas_em";"qual_console_voce_possui";"o_seu_console_mais_recente_foi_comprado_em";"qual_seu_estilo_de_jogo_favorito";"qual_seu_jogo_preferido";"em_media_quanto_costuma_gastar_mensalmente_com_jogos"
"nvidia";"gtx 970";"4 GB";"2651.50";"https://produto.mercadolivre.com.br/MLB-1250251538-placa-de-video-gtx-970-oc-4gb-gddr5-vga-asus-nvidia-geforce-_JM";2019-06-22 17:12:18;"Frequentemente";20;"Homem";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 4460";"Loja virtual";NA;NA;"Corrida, MOBA, Mundo Aberto, RPG/MMORPG";"World of Warcraft";"R$1 a R$50"
"nvidia";"gtx 970";"4 GB";"2651.50";"https://produto.mercadolivre.com.br/MLB-1250251538-placa-de-video-gtx-970-oc-4gb-gddr5-vga-asus-nvidia-geforce-_JM";2019-06-22 23:26:44;"Frequentemente";25;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 3770";"Loja virtual";NA;NA;"ARCADE, Aventura, Corrida, FPS/TPS, Mundo Aberto, RPG/MMORPG";"Path of Exile";"Nada"
"nvidia";"gtx 970";"4 GB";"2651.50";"https://produto.mercadolivre.com.br/MLB-1250251538-placa-de-video-gtx-970-oc-4gb-gddr5-vga-asus-nvidia-geforce-_JM";2019-06-23 14:56:44;"Frequentemente";22;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"Intel i7 4790";"Loja virtual";NA;NA;"ARCADE, Aventura, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror";"Tekken";"R$51 a R$100"
"nvidia";"gtx 980";"4 GB";"2231.82";"https://www.americanas.com.br/produto/124988760/placa-de-video-evga-gtx980-4gb-ref-ddr5-pci-e-evga-04g-p4-2981-kr?WT.srch=1&acc=e789ea56094489dffd798f86ff51c7a9&epar=bp_pl_00_go_pc_gamer&gclid=EAIaIQobChMInJ6Y5fWb4wIVy4uzCh024w2_EAYYAiABEgIcX_D_BwE&i=59814760eec3dfb1f8582dfc&o=56e1b990eec3dfb1f8b17448&opn=YSMESP&sellerId=9146661000102";2019-06-20 12:08:35;"Frequentemente";18;"Homem";"Pernambuco – PE";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD FX 8300";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG";"Battlefield 4";"R$51 a R$100"
"nvidia";"gtx 980";"4 GB";"2231.82";"https://www.americanas.com.br/produto/124988760/placa-de-video-evga-gtx980-4gb-ref-ddr5-pci-e-evga-04g-p4-2981-kr?WT.srch=1&acc=e789ea56094489dffd798f86ff51c7a9&epar=bp_pl_00_go_pc_gamer&gclid=EAIaIQobChMInJ6Y5fWb4wIVy4uzCh024w2_EAYYAiABEgIcX_D_BwE&i=59814760eec3dfb1f8582dfc&o=56e1b990eec3dfb1f8b17448&opn=YSMESP&sellerId=9146661000102";2019-06-20 22:54:43;"Frequentemente";73;"Homem";"São Paulo – SP";"Não Estuda e Não Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I7 7700k";"Loja física";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG";"Skyrim";"R$51 a R$100"
"nvidia";"gtx 980";"4 GB";"2231.82";"https://www.americanas.com.br/produto/124988760/placa-de-video-evga-gtx980-4gb-ref-ddr5-pci-e-evga-04g-p4-2981-kr?WT.srch=1&acc=e789ea56094489dffd798f86ff51c7a9&epar=bp_pl_00_go_pc_gamer&gclid=EAIaIQobChMInJ6Y5fWb4wIVy4uzCh024w2_EAYYAiABEgIcX_D_BwE&i=59814760eec3dfb1f8582dfc&o=56e1b990eec3dfb1f8b17448&opn=YSMESP&sellerId=9146661000102";2019-06-21 02:50:48;"Frequentemente";25;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I7";"Loja virtual";NA;NA;"ARCADE, FPS/TPS, Mundo Aberto, RPG/MMORPG, Terror";"Half-Life";"R$1 a R$50"
"nvidia";"gtx 980";"4 GB";"2231.82";"https://www.americanas.com.br/produto/124988760/placa-de-video-evga-gtx980-4gb-ref-ddr5-pci-e-evga-04g-p4-2981-kr?WT.srch=1&acc=e789ea56094489dffd798f86ff51c7a9&epar=bp_pl_00_go_pc_gamer&gclid=EAIaIQobChMInJ6Y5fWb4wIVy4uzCh024w2_EAYYAiABEgIcX_D_BwE&i=59814760eec3dfb1f8582dfc&o=56e1b990eec3dfb1f8b17448&opn=YSMESP&sellerId=9146661000102";2019-06-21 11:03:00;"Frequentemente";31;"Homem";"Minas Gerais – MG";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"Core i5 4550";"Loja virtual";NA;NA;"ARCADE, Aventura, Corrida, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência";"Ark";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-20 12:16:23;"Regularmente";17;"Homem";"Paraná – PR";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"4 GB";"Intel";"intel core i5 2400";"Loja física";NA;NA;"Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG";"Alien";"Nada"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-20 16:04:18;"Regularmente";21;"Homem";"Paraná – PR";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I7";"Loja física";NA;NA;"Corrida, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência";"PUBG";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-20 17:57:00;"Regularmente";16;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"FX 6300";"Loja virtual";NA;NA;"FPS/TPS";"CS:GO";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-20 18:12:08;"Frequentemente";17;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 7400";"Loja física";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência";"CS:GO";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-20 18:21:40;"Frequentemente";14;"Homem";"Paraná – PR";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 7600K";"Loja física";NA;NA;"Esporte, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Ritmo";"osu!";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-20 18:25:47;"Frequentemente";19;"Homem";"Minas Gerais – MG";"Não Estuda e Não Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 3470";"Loja virtual";NA;NA;"Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"CSGO";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-20 18:29:55;"Frequentemente";18;"Homem";"Minas Gerais – MG";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"intel pentium g5400";"Loja virtual";NA;NA;"FPS/TPS, MOBA";"League of Legends";"Nada"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-20 21:59:46;"Frequentemente";20;"Homem";"Paraná – PR";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i3 6100";"Loja física";NA;NA;"FPS/TPS";"cs go";"mais de R$200"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-21 01:33:47;"Frequentemente";18;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i3 7100";"Loja física";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG";"CS:GO";"Nada"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-21 02:11:48;"Frequentemente";15;"Homem";"Ceará – CE";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 7400";"Loja física";NA;NA;"ARCADE, Aventura, Corrida, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"Dying Light";"R$151 a R$200"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-21 06:40:55;"Frequentemente";23;"Homem";"Paraná – PR";"Só Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"Core 2 Quad Q8300";"Loja virtual";NA;NA;"Esporte, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror";"Counter Strike";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-21 08:58:11;"Regularmente";15;"Homem";"Paraná – PR";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"4 GB";"Intel";"G3250";"Loja física";NA;NA;"FPS/TPS";"CSGO";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-21 22:15:19;"Frequentemente";21;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"FX 6300";"Loja virtual";NA;NA;"Esporte, FPS/TPS, Luta, MOBA, RPG/MMORPG";"League of Legends";"Nada"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-21 23:45:18;"Frequentemente";16;"Homem";"Pernambuco – PE";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i3 6 Geraçao";"Loja física";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência";"Dayz";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-22 02:30:23;"Frequentemente";14;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD A8 7800k";"Loja virtual";NA;NA;"ARCADE, Corrida, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Counter Striker: Global Offensive";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-22 09:19:40;"Frequentemente";20;"Homem";"Santa Catarina – SC";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 5400";"Loja física";NA;NA;"ARCADE, Aventura, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG";"Bloodborne";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-22 10:55:02;"Regularmente";17;"Homem";"Bahia – BA";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I3 6100";"Loja virtual";NA;NA;"Jrpg";"Persona 4";"R$1 a R$50"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-22 11:37:01;"Frequentemente";44;"Homem";"Santa Catarina – SC";"Só Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I58400";"Loja virtual";NA;NA;"ARCADE, Aventura, RPG/MMORPG";"Wot e mu";"R$51 a R$100"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-22 15:39:38;"Frequentemente";16;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD R5 1600";"Loja virtual";NA;NA;"FPS/TPS, MOBA, RPG/MMORPG, Sci-fi";"Não tenho";"Nada"
"nvidia";"gtx 1050";"2 GB";"694.0";"https://www.kabum.com.br/produto/84064/placa-de-video-zotac-nvidia-geforce-gtx-1050-mini-2gb-gddr5-zt-p10500a-10l/?tag=gtx1050list";2019-06-23 21:19:24;"Frequentemente";21;"Homem";"Minas Gerais – MG";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"Intel G3430";"Loja física";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência";"The Last of Us";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-17 21:29:35;"Frequentemente";22;"Homem";"Rio Grande do Norte – RN";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 4400";"Loja física";NA;NA;"ARCADE, Aventura, Corrida, MOBA, Mundo Aberto, RPG/MMORPG, Simulação";"Fortnite";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-17 23:13:20;"Frequentemente";23;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I5 4460";"Loja virtual";NA;NA;"FPS/TPS, MOBA";"CS GO";"Nada"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-18 00:53:33;"Frequentemente";26;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"Radeon R-5";"Loja física";NA;NA;"4x";"Endless legend";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-18 10:10:01;"Frequentemente";22;"Homem";"Rio Grande do Norte – RN";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5";"Loja virtual";NA;NA;"MOBA";"Leage of legends";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-19 08:27:21;"Frequentemente";22;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"Intel i7 4790k";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Fortnite";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-19 12:08:42;"Raramente";24;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"FX 8320E";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto";"Battlefield 1";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 17:57:03;"Frequentemente";20;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I7 - 7700";"Loja virtual";NA;NA;"FPS/TPS, MOBA";"BF4";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 18:04:58;"Frequentemente";17;"Mulher";"São Paulo – SP";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"intel i5 8600k";"Loja virtual";NA;NA;"FPS/TPS";"cs:go";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 18:07:41;"Frequentemente";30;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"intel 8700k";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência";"Pokexgames";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 18:09:32;"Regularmente";20;"Homem";"Santa Catarina – SC";"Estuda e Trabalha";"Ensino Superior Incompleto";"Notebook";"Sim";"16 GB";"Intel";"I7 8750H";"Loja virtual";NA;NA;"Esporte, FPS/TPS, Mundo Aberto";"CS GO";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 18:32:16;"Frequentemente";23;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 2600";"Loja física";NA;NA;"Corrida, Esporte, FPS/TPS, Simulação";"CS GO";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 18:43:07;"Frequentemente";20;"Mulher";"Minas Gerais – MG";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"Intel i5";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Csgo";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 18:43:57;"Frequentemente";20;"Mulher";"São Paulo – SP";"Só Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 9700k";"Loja virtual";NA;NA;"FPS/TPS";"cs";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 18:57:52;"Frequentemente";19;"Homem";"Paraíba – PB";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 4770";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Ritmo/Música";"World of Warcraft";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 19:11:12;"Frequentemente";21;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 6400";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG";"Counter Strike: Global Offensive";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 19:21:27;"Frequentemente";17;"Homem";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 7400";"Loja virtual";NA;NA;"Corrida, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência, Terror";"CSGO";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 20:42:21;"Frequentemente";21;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 7600k";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto, RPG/MMORPG";"CsGO";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 22:28:53;"Regularmente";22;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"ryzen 5 2600";"Loja virtual";NA;NA;"ARCADE, FPS/TPS, RPG/MMORPG";"nao tenho";"Nada"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 22:34:03;"Frequentemente";25;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"mais de 16 GB";"Intel";"i5 8800";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror";"Bioshock";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-20 23:13:47;"Frequentemente";24;"Homem";"Rio Grande do Norte – RN";"Só Estuda";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700k 4.2 Ghz";"Loja física";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência";"Counter strike global offensive";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 01:27:41;"Frequentemente";25;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 6600";"Loja física";NA;NA;"FPS/TPS, Mundo Aberto, RPG/MMORPG";"World of warcraft";"mais de R$200"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 02:47:12;"Regularmente";17;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 7600";"Loja virtual";NA;NA;"FPS/TPS";"rainbow six";"Nada"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 02:58:29;"Frequentemente";15;"Homem";"Santa Catarina – SC";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I7 7700";"Loja física";NA;NA;"FPS/TPS";"Counter Strike";"R$1 a R$50"
